CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY,JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,SATCAT_KEY,DENSITY_SCORE
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SKYNET 5C,2008-030A,EARTH,TEME,UTC,SGP4,2026-05-06T06:12:35.537760,1.0027254,0.0004033,3.6821,77.5197,333.8747,248.1042,0,U,33055,999,6553,0.0,-1.31e-06,0.0,42164.52,1436.086,35803.39,35769.38,PAYLOAD,LARGE,UK,2008-06-12,FRGUI,,5177008,322293075,0 SKYNET 5C,1 33055U 08030A   26126.25874465 -.00000131  00000-0  00000+0 0  9990,2 33055   3.6821  77.5197 0004033 333.8747 248.1042  1.00272540 65530,33055,S33055,-,33055,2008-030A,P,P,Skynet 5C,2008 Jun 12,S33058,BABCK,UK,2008 Jun 12 2232,In Earth orbit,-,2026 May  5 ,1436.085,35769, ,35803, ,3.68, ,GEO/I,33055,1.5646283812551975
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,AMC-1 (GE-1),1996-054A,EARTH,TEME,UTC,SGP4,2026-05-06T12:30:18.783072,0.99512072,0.0007049,9.0238,59.5707,244.8178,283.4739,0,U,24315,999,4582,0.0,-1.2e-06,0.0,42379.061,1447.061,36030.799,35971.053,PAYLOAD,LARGE,SES,1996-09-08,AFETR,,5177531,322306015,0 AMC-1 (GE-1),1 24315U 96054A   26126.52105073 -.00000120  00000-0  00000+0 0  9992,2 24315   9.0238  59.5707 0007049 244.8178 283.4739  0.99512072 45826,24315,S24315,-,24315,1996-054A,P,P,AMC 1,1996 Sep  8,S24316,SESSAP,US,1996 Sep  8 2212?,In Earth orbit,-,2026 May  4 ,1447.067,35970, ,36031, ,9.02, ,GEO/ID,24315,1.56524591942915
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,SUPERBIRD A,1989-041A,EARTH,TEME,UTC,SGP4,2026-05-06T02:26:25.730880,0.99745018,0.0004641,12.226,332.5999,71.9722,129.562,0,U,20040,999,13404,0.0,-1.42e-06,0.0,42313.053,1443.681,35954.556,35915.281,PAYLOAD,LARGE,JPN,1989-06-05,FRGUI,,5177403,322303404,0 SUPERBIRD A,1 20040U 89041A   26126.10168670 -.00000142  00000-0  00000+0 0  9991,2 20040  12.2260 332.5999 0004641  71.9722 129.5620  0.99745018134044,20040,S20040,-,20040,1989-041A,P,P,Superbird A,1989 Jun  5,S20043,SKPJ,J,1989 Jun  6 2257,In Earth orbit,-,2026 May  5 ,1443.678,35915, ,35954, ,12.23, ,GEO/ID,20040,1.5655729051976828
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ASTRA 1H,1999-033A,EARTH,TEME,UTC,SGP4,2026-05-06T01:09:06.556320,0.98946313,0.00072205,10.5457,48.7435,152.2104,38.3898,0,U,25785,999,5067,0.0,-1.82e-06,0.0,42540.452,1455.335,36193.033,36131.6,PAYLOAD,LARGE,SES,1999-06-18,TTMTR,,5176958,322265897,0 ASTRA 1H,1 25785U 99033A   26126.04799255 -.00000182  00000-0  00000-0 0  9991,2 25785  10.5457  48.7435 0007220 152.2104  38.3898  0.98946313 50678,25785,S25785,-,25785,1999-033A,P,P      G,Astra 1H,1999 Jun 18,S25788,SESSA,L,1999 Jun 18 0829,In Earth orbit,-,2026 May  5 ,1455.337,36131, ,36192, ,10.54, ,GEO/ID,25785,1.5660067368704749
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 16B (HB 4),1998-013A,EARTH,TEME,UTC,SGP4,2026-05-06T06:58:38.663328,0.98275811,0.0006798,10.9765,46.66,323.3117,246.6339,0,U,25237,999,3981,0.0,-6.5e-07,0.0,42733.725,1465.264,36384.64,36326.54,PAYLOAD,LARGE,EUTE,1998-02-27,FRGUI,,5177554,322306855,0 EUTE 16B (HB 4),1 25237U 98013A   26126.29072527 -.00000065  00000-0  00000+0 0  9992,2 25237  10.9765  46.6600 0006798 323.3117 246.6339  0.98275811 39816,25237,S25237,-,25237,1998-013A,P,P,EUTELSAT 16B,1998 Feb 27,S25238,EUTSA,F,1998 Feb 27 2258,In Earth orbit,-,2026 May  4 ,1465.253,36326, ,36384, ,10.97, ,GEO/ID,25237,1.5660142421812442
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GORIZONT 20,1990-054A,EARTH,TEME,UTC,SGP4,2026-05-06T13:40:29.493120,1.0032106,0.0005895,12.7225,336.3639,246.5027,276.706,0,U,20659,999,13127,0.0,-6.6e-07,0.0,42150.924,1435.392,35797.637,35747.941,PAYLOAD,LARGE,CIS,1990-06-20,TTMTR,,5177419,322303607,0 GORIZONT 20,1 20659U 90054A   26126.56978580 -.00000066  00000-0  00000+0 0  9997,2 20659  12.7225 336.3639 0005895 246.5027 276.7060  1.00321060131274,20659,S20659,-,20659,1990-054A,P,P,Gorizont,1990 Jun 20,S20662,KS,SU,1990 Jun 21 0613?,In Earth orbit,-,2026 May  5 ,1435.394,35747, ,35797, ,12.72, ,GEO/ID,20659,1.5662600530597914
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TIANLIAN 1-02,2011-032A,EARTH,TEME,UTC,SGP4,2026-05-06T05:56:59.533728,0.98996243,0.0007058,5.4467,67.7887,268.1168,264.8122,0,U,37737,999,4368,0.0,-9.9e-07,0.0,42526.147,1454.601,36178.027,36117.997,PAYLOAD,LARGE,PRC,2011-07-11,XSC,,5177118,322296284,0 TIANLIAN 1-02,1 37737U 11032A   26126.24791127 -.00000099  00000-0  00000+0 0  9992,2 37737   5.4467  67.7887 0007058 268.1168 264.8122  0.98996243 43686,37737,S37737,-,37737,2011-032A,P,P,Tian Lian 1-02,2011 Jul 11,S37738,CAST,CN,2011 Jul 11 1607?,In Earth orbit,-,2026 May  5 ,1454.595,36117, ,36178, ,5.44, ,GEO/ID,37737,1.5705198858177258
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 804,1997-083A,EARTH,TEME,UTC,SGP4,2026-05-06T12:14:05.384256,1.0026518,0.0009925,13.1107,17.9426,20.9791,174.6507,0,U,25110,999,10391,0.0,-7.6e-07,0.0,42166.584,1436.192,35830.299,35746.598,PAYLOAD,LARGE,ITSO,1997-12-21,FRGUI,,5177549,322306291,0 INTELSAT 804,1 25110U 97083A   26126.50978454 -.00000076  00000-0  00000+0 0  9998,2 25110  13.1107  17.9426 0009925  20.9791 174.6507  1.00265180103913,25110,S25110,-,25110,1997-083A,P,P,INTELSAT 804,1997 Dec 22,S25111,SESINTU,US,1997 Dec 22 0037,In Earth orbit,-,2026 May  4 ,1436.194,35746, ,35830, ,13.11, ,GEO/I,25110,1.5715631193831703
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,APSTAR 6,2005-012A,EARTH,TEME,UTC,SGP4,2026-05-06T08:11:38.854752,0.98570607,0.0011112,7.2587,69.7443,305.5076,250.364,0,U,28638,999,10162,0.0,-3e-07,0.0,42648.48,1460.882,36317.736,36222.954,PAYLOAD,LARGE,PRC,2005-04-12,XSC,,5177732,322310897,0 APSTAR 6,1 28638U 05012A   26126.34142193 -.00000030  00000-0  00000+0 0  9992,2 28638   7.2587  69.7443 0011112 305.5076 250.3640  0.98570607101625,28638,S28638,-,28638,2005-012A,P,P,Apstar 6,2005 Apr 12,S28639,APT,HK,2005 Apr 12 1225,In Earth orbit,-,2026 May  5 ,1460.877,36222, ,36317, ,7.26, ,GEO/ID,28638,1.5750561797100722
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T07:56:53,18 SPCS,RADUGA 1-7,2004-010A,EARTH,TEME,UTC,SGP4,2026-05-05T20:12:41.619168,1.00196748,0.0004825,13.6297,21.1018,248.2179,296.4784,0,U,28194,999,8099,0.0,1.32e-06,0.0,42185.781,1437.172,35828.0,35787.291,PAYLOAD,LARGE,CIS,2004-03-27,TTMTR,,5176806,322255557,0 RADUGA 1-7,1 28194U 04010A   26125.84214837  .00000132  00000-0  00000+0 0  9997,2 28194  13.6297  21.1018 0004825 248.2179 296.4784  1.00196748 80991,28194,S28194,-,28194,2004-010A,P,P,Raduga-1,2004 Mar 27,S28256,VVKOV,RU,2004 Mar 27 1006,In Earth orbit,-,2026 May  4 ,1437.179,35787, ,35827, ,13.63, ,GEO/ID,28194,1.577416853732511
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,JCSAT 3,1995-043A,EARTH,TEME,UTC,SGP4,2026-05-06T11:21:38.551104,0.99151738,0.0014859,12.8969,17.8401,67.1249,131.4082,0,U,23649,999,6924,0.0,-1.48e-06,0.0,42481.674,1452.319,36166.662,36040.415,PAYLOAD,LARGE,JPN,1995-08-29,AFETR,,5177514,322305791,0 JCSAT 3,1 23649U 95043A   26126.47336286 -.00000148  00000-0  00000+0 0  9994,2 23649  12.8969  17.8401 0014859  67.1249 131.4082  0.99151738 69241,23649,S23649,-,23649,1995-043A,P,P,JCSAT 3,1995 Aug 29,S23658,SKPJ,J,1995 Aug 29 0120?,In Earth orbit,-,2026 May  4 ,1452.329,36040, ,36166, ,12.89, ,GEO/ID,23649,1.586682112485711
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,INMARSAT 2-F2,1991-018A,EARTH,TEME,UTC,SGP4,2026-05-05T21:21:14.170176,0.98721361,0.00045715,12.7713,9.5078,308.6771,299.6792,0,U,21149,999,4303,0.0,3e-07,0.0,42605.05,1458.651,36246.392,36207.438,PAYLOAD,LARGE,IM,1991-03-08,AFETR,,5176277,322214400,0 INMARSAT 2-F2,1 21149U 91018A   26125.88974734  .00000030  00000-0  00000-0 0  9995,2 21149  12.7713   9.5078 0004572 308.6771 299.6792  0.98721361 43030,21149,S21149,-,21149,1991-018A,P,P,INMARSAT II F-2,1991 Mar  8,S21151,INMRV,UK,1991 Mar  9 2348?,In Earth orbit,-,2026 May  3 ,1458.647,36207, ,36246, ,12.77, ,GEO/ID,21149,1.5912171430071849
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 2,1983-098A,EARTH,TEME,UTC,SGP4,2026-05-06T07:13:52.161024,1.00194799,0.0004373,13.6428,342.3001,85.8165,101.536,0,U,14365,999,13181,0.0,9.8e-07,0.0,42186.328,1437.2,35826.641,35789.745,PAYLOAD,MEDIUM,US,1983-09-22,AFETR,,5177367,322302458,0 GALAXY 2,1 14365U 83098A   26126.30129816  .00000098  00000-0  00000+0 0  9990,2 14365  13.6428 342.3001 0004373  85.8165 101.5360  1.00194799131818,14365,S14365,-,14365,1983-098A,P,P      M,Galaxy 2,1983 Sep 22,S14369,HCIE,US,1983 Sep 22 2240,In Earth orbit,-,2026 May  4 ,1437.212,35790, ,35826, ,13.64, ,GEO/ID,14365,1.5927578328994694
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EUTE 36A (EUTE W4),2000-028A,EARTH,TEME,UTC,SGP4,2026-05-06T05:59:29.295168,0.98469959,0.00107926,8.4871,62.3363,274.6759,273.4172,0,U,26369,999,9471,0.0,-9.5e-07,0.0,42677.536,1462.375,36345.461,36253.341,PAYLOAD,LARGE,EUTE,2000-05-24,AFETR,,5176958,322266041,0 EUTE 36A (EUTE W4),1 26369U 00028A   26126.24964462 -.00000095  00000-0  00000-0 0  9995,2 26369   8.4871  62.3363 0010793 274.6759 273.4172  0.98469959 94715,26369,S26369,-,26369,2000-028A,P,P,EUTELSAT 12 WEST F,2000 May 24,S26370,EUTSA,F,2000 May 24 2338,In Earth orbit,-,2026 May  5 ,1462.369,36252, ,36345, ,8.48, ,GEO/ID,26369,1.593774953698195
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GOES 9,1995-025A,EARTH,TEME,UTC,SGP4,2026-05-06T02:14:38.704128,0.98800496,0.0002851,13.9262,14.8633,174.3169,15.9608,0,U,23581,999,11234,0.0,-1.86e-06,0.0,42582.298,1457.483,36216.303,36192.022,PAYLOAD,LARGE,US,1995-05-23,AFETR,,5177512,322305764,0 GOES 9,1 23581U 95025A   26126.09350352 -.00000186  00000-0  00000+0 0  9999,2 23581  13.9262  14.8633 0002851 174.3169  15.9608  0.98800496112340,23581,S23581,-,23581,1995-025A,P,P,GOES 9,1995 May 23,S23582,NOAA,US,1995 May 23 0621,In Earth orbit,-,2026 May  5 ,1457.477,36191, ,36216, ,13.93, ,GEO/ID,23581,1.5949628318224585
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ECHOSTAR 6,2000-038A,EARTH,TEME,UTC,SGP4,2026-05-06T06:15:37.921248,0.98790665,0.00058888,10.7709,46.9954,333.356,151.375,0,U,26402,999,9409,0.0,-7e-08,0.0,42585.123,1457.628,36232.065,36181.91,PAYLOAD,LARGE,US,2000-07-14,AFETR,,5176958,322265551,0 ECHOSTAR 6,1 26402U 00038A   26126.26085557 -.00000007  00000-0  00000-0 0  9998,2 26402  10.7709  46.9954 0005889 333.3560 151.3750  0.98790665 94094,26402,S26402,-,26402,2000-038A,P,P      G,Echostar VI,2000 Jul 14,S26403,ECHOC,US,2000 Jul 14 0549,In Earth orbit,-,2026 May  4 ,1457.638,36181, ,36232, ,10.77, ,GEO/ID,26402,1.5957394852931523
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,RADUGA 1-8,2009-010A,EARTH,TEME,UTC,SGP4,2026-05-06T01:02:37.179168,0.99830374,0.00108358,12.0346,42.1065,22.2589,150.2406,0,U,34264,999,6275,0.0,-2.37e-06,0.0,42288.931,1442.447,35956.62,35864.973,PAYLOAD,LARGE,CIS,2009-02-28,TTMTR,,5176958,322269409,0 RADUGA 1-8,1 34264U 09010A   26126.04348587 -.00000237  00000-0  00000-0 0  9998,2 34264  12.0346  42.1065 0010836  22.2589 150.2406  0.99830374 62752,34264,S34264,-,34264,2009-010A,P,P,Raduga-1,2009 Feb 28,S34265,VVKOV,RU,2009 Feb 28 1046,In Earth orbit,-,2026 May  5 ,1442.444,35864, ,35956, ,12.03, ,GEO/ID,34264,1.5984470409329337
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 3R,1995-069A,EARTH,TEME,UTC,SGP4,2026-05-06T07:34:35.806944,1.00323543,0.0003343,13.2504,16.5496,51.5679,151.8613,0,U,23741,999,11139,0.0,-3.2e-07,0.0,42150.229,1435.356,35786.184,35758.003,PAYLOAD,LARGE,US,1995-12-15,AFETR,,5177518,322305339,0 GALAXY 3R,1 23741U 95069A   26126.31569221 -.00000032  00000-0  00000+0 0  9997,2 23741  13.2504  16.5496 0003343  51.5679 151.8613  1.00323543111392,23741,S23741,-,23741,1995-069A,P,P,Anik E2R,1995 Dec 15,S23742,TCANL,CA,1995 Dec 15 0050?,In Earth orbit,-,2026 May  5 ,1435.358,35758, ,35786, ,13.25, ,GEO/ID,23741,1.601533799500238
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,COSMOS 2379,2001-037A,EARTH,TEME,UTC,SGP4,2026-05-05T14:04:27.493248,1.00292055,0.0005442,13.2269,14.5906,242.7044,309.2601,0,U,26892,999,9043,0.0,-3.35e-06,0.0,42159.05,1435.807,35803.858,35757.973,PAYLOAD,LARGE,CIS,2001-08-24,TTMTR,,5176277,322217464,0 COSMOS 2379,1 26892U 01037A   26125.58642932 -.00000335  00000-0  00000-0 0  9995,2 26892  13.2269  14.5906 0005442 242.7044 309.2601  1.00292055 90436,26892,S26892,-,26892,2001-037A,P,P,Kosmos-2379,2001 Aug 24,S26895,PVO,RU,2001 Aug 24 0312,In Earth orbit,-,2026 May  4 ,1435.8,35757, ,35803, ,13.23, ,GEO/I,26892,1.605160066768947
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,USA 75,1991-080B,EARTH,TEME,UTC,SGP4,2026-05-06T08:53:38.669280,0.99191076,0.0004589,14.026,345.8062,83.4703,98.7599,0,U,21805,999,2529,0.0,-2.19e-06,0.0,42470.441,1451.744,36111.796,36072.817,PAYLOAD,,US,1991-11-24,AFETR,,5177458,322304092,0 USA 75,1 21805U 91080B   26126.37058645 -.00000219  00000-0  00000+0 0  9991,2 21805  14.0260 345.8062 0004589  83.4703  98.7599  0.99191076 25297,21805,S21805,-,21805,1991-080B,P,P ---S- c,DSP F16,1991 Nov 24,S21807,SFSSC,US,1991 Nov 25 1239,In Earth orbit,-,2026 May  4 ,1451.749,36072, ,36111, ,14.03, ,GEO/ID,21805,1.605506780545836
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T07:56:53,18 SPCS,TELECOM 2D,1996-044B,EARTH,TEME,UTC,SGP4,2026-05-05T20:14:56.404032,0.98446733,0.0017517,13.012,24.8317,15.3348,174.1123,0,U,24209,999,10813,0.0,-1.8e-07,0.0,42684.248,1462.72,36380.883,36231.343,PAYLOAD,LARGE,FR,1996-08-08,FRGUI,,5176711,322252799,0 TELECOM 2D,1 24209U 96044B   26125.84370838 -.00000018  00000-0  00000+0 0  9996,2 24209  13.0120  24.8317 0017517  15.3348 174.1123  0.98446733108132,24209,S24209,-,24209,1996-044B,P,P,Telecom 2D,1996 Aug  8,S24210,ORANGE,F,1996 Aug  8 2314,In Earth orbit,-,2026 May  3 ,1462.73,36231, ,36381, ,13.01, ,GEO/ID,24209,1.6066391922448473
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,UFO 9 (USA 140),1998-058A,EARTH,TEME,UTC,SGP4,2026-05-06T07:25:21.671904,0.98175732,0.0013058,11.258,21.5211,349.9652,201.4463,0,U,25501,999,9941,0.0,-1.9e-07,0.0,42762.761,1466.758,36440.466,36328.787,PAYLOAD,LARGE,US,1998-10-20,AFETR,,5177565,322307491,0 UFO 9 (USA 140),1 25501U 98058A   26126.30927861 -.00000019  00000-0  00000+0 0  9996,2 25501  11.2580  21.5211 0013058 349.9652 201.4463  0.98175732 99414,25501,S25501,-,25501,1998-058A,P,P,UHF F/O F9,1998 Oct 20,S25502,PMW146,US,1998 Oct 20 0746,In Earth orbit,-,2026 May  5 ,1466.76,36328, ,36440, ,11.26, ,GEO/ID,25501,1.6071742915237583
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,CHINASAT 5A (CHINASTAR1),1998-033A,EARTH,TEME,UTC,SGP4,2026-05-06T12:30:18.778752,0.98996734,0.00025,8.8608,61.407,172.4902,353.5335,0,U,25354,999,4552,0.0,-1.83e-06,0.0,42526.006,1454.593,36158.503,36137.24,PAYLOAD,LARGE,PRC,1998-05-30,XSC,,5177558,322307407,0 CHINASAT 5A (CHINASTAR1),1 25354U 98033A   26126.52105068 -.00000183  00000-0  00000+0 0  9998,2 25354   8.8608  61.4070 0002500 172.4902 353.5335  0.98996734 45529,25354,S25354,-,25354,1998-033A,P,P,Zhongxing 5A,1998 May 30,S25355,CHISAE,CN,1998 May 30 1026?,In Earth orbit,-,2026 May  5 ,1454.598,36137, ,36158, ,8.86, ,GEO/ID,25354,1.6096674636156525
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SES 3,2011-035A,EARTH,TEME,UTC,SGP4,2026-05-06T10:56:22.758144,1.00272933,0.0003197,1.2188,83.5006,324.7253,237.1852,0,U,37748,999,5417,0.0,-9.4e-07,0.0,42164.41,1436.08,35799.755,35772.795,PAYLOAD,LARGE,US,2011-07-15,TTMTR,,5177118,322296787,0 SES 3,1 37748U 11035A   26126.45581896 -.00000094  00000-0  00000+0 0  9995,2 37748   1.2188  83.5006 0003197 324.7253 237.1852  1.00272933 54171,37748,S37748,-,37748,2011-035A,P,P,SES-3,2011 Jul 15,S37787,SESSAP/SESE,US,2011 Jul 16 0717,In Earth orbit,-,2026 May  5 ,1436.093,35772, ,35800, ,1.22, ,GEO/S,37748,1.6097563927163097
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ARABSAT 2A,1996-040A,EARTH,TEME,UTC,SGP4,2026-05-06T09:26:44.963808,0.99230178,0.0001209,14.2312,9.3475,85.5789,105.5938,0,U,23948,999,10844,0.0,-5.6e-07,0.0,42459.283,1451.171,36086.282,36076.015,PAYLOAD,LARGE,AB,1996-07-09,FRGUI,,5177523,322305905,0 ARABSAT 2A,1 23948U 96040A   26126.39357597 -.00000056  00000-0  00000+0 0  9991,2 23948  14.2312   9.3475 0001209  85.5789 105.5938  0.99230178108440,23948,S23948,-,23948,1996-040A,P,P,Arabsat IIA,1996 Jul  9,S23950,ARAB,I-ARAB,1996 Jul  9 2244,In Earth orbit,-,2026 May  4 ,1451.185,36076, ,36086, ,14.23, ,GEO/ID,23948,1.6100234377384226
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,AMSC 1,1995-019A,EARTH,TEME,UTC,SGP4,2026-05-06T13:39:33.283008,0.98911989,0.0019047,13.2876,16.793,313.1955,246.8613,0,U,23553,999,11367,0.0,-2.81e-06,0.0,42550.293,1455.84,36253.203,36091.112,PAYLOAD,LARGE,US,1995-04-07,AFETR,,5177511,322305754,0 AMSC 1,1 23553U 95019A   26126.56913522 -.00000281  00000-0  00000+0 0  9993,2 23553  13.2876  16.7930 0019047 313.1955 246.8613  0.98911989113673,23553,S23553,-,23553,1995-019A,P,P,AMSC 1,1995 Apr  7,S23554,SKYTE,US,1995 Apr  8 0017,In Earth orbit,-,2026 May  4 ,1455.835,36090, ,36253, ,13.29, ,GEO/ID,23553,1.6148056567456603
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,METEOSAT 6,1993-073B,EARTH,TEME,UTC,SGP4,2026-05-06T11:32:41.779104,0.989821,0.0007004,14.474,1.6094,242.6606,252.1241,0,U,22912,999,11660,0.0,-8.4e-07,0.0,42530.197,1454.808,36181.851,36122.274,PAYLOAD,LARGE,EUME,1993-11-20,FRGUI,,5177490,322305491,0 METEOSAT 6,1 22912U 93073B   26126.48103911 -.00000084  00000-0  00000+0 0  9994,2 22912  14.4740   1.6094 0007004 242.6606 252.1241  0.98982100116603,22912,S22912,-,22912,1993-073B,P,P,Meteosat 6,1993 Nov 20,S22913,EUMET,I-EUM,1993 Nov 20 0141?,In Earth orbit,-,2026 May  4 ,1454.797,36121, ,36181, ,14.47, ,GEO/ID,22912,1.6158183580706207
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,NSS 10 (AMC-12),2005-003A,EARTH,TEME,UTC,SGP4,2026-05-06T06:21:39.975264,1.00271057,0.0003219,6.3456,70.9521,333.2965,237.8478,0,U,28526,999,5273,0.0,-2.43e-06,0.0,42164.936,1436.107,35800.374,35773.228,PAYLOAD,LARGE,SES,2005-02-03,TTMTR,,5177635,322308931,0 NSS 10 (AMC-12),1 28526U 05003A   26126.26504601 -.00000243  00000-0  00000+0 0  9991,2 28526   6.3456  70.9521 0003219 333.2965 237.8478  1.00271057 52738,28526,S28526,-,28526,2005-003A,P,P,NSS 10,2005 Feb  3,S28527,SESSAN,NL,2005 Feb  3 1146,In Earth orbit,-,2026 May  5 ,1436.102,35773, ,35800, ,6.34, ,GEO/I,28526,1.6177978369827353
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 12 (PAS 12),2000-068A,EARTH,TEME,UTC,SGP4,2026-05-06T13:12:15.862176,0.99030663,0.0010605,8.2348,64.8861,212.7757,340.6887,0,U,26590,999,5108,0.0,-5.5e-07,0.0,42516.292,1454.095,36183.246,36093.069,PAYLOAD,LARGE,ESA,2000-10-29,FRGUI,,5177594,322307353,0 INTELSAT 12 (PAS 12),1 26590U 00068A   26126.55018359 -.00000055  00000-0  00000+0 0  9999,2 26590   8.2348  64.8861 0010605 212.7757 340.6887  0.99030663 51081,26590,S26590,-,26590,2000-068A,P,P,Intelsat IS-12,2000 Oct 29,S26591,SESINTU,US,2000 Oct 29 0620,In Earth orbit,-,2026 May  4 ,1454.106,36093, ,36183, ,8.23, ,GEO/ID,26590,1.6228667595423427
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,OPTUS B1 (AUSSAT B1),1992-054A,EARTH,TEME,UTC,SGP4,2026-05-06T13:39:26.753760,0.99207878,0.0006809,12.8863,24.4288,111.6957,80.3669,0,U,22087,999,13429,0.0,-3.03e-06,0.0,42465.646,1451.498,36116.426,36058.596,PAYLOAD,LARGE,AUS,1992-08-13,XSC,,5177467,322304203,0 OPTUS B1 (AUSSAT B1),1 22087U 92054A   26126.56905965 -.00000303  00000-0  00000+0 0  9997,2 22087  12.8863  24.4288 0006809 111.6957  80.3669  0.99207878134291,22087,S22087,-,22087,1992-054A,P,P,Optus B1,1992 Aug 13,S22089,OPTS,AU,1992 Aug 14 0105,In Earth orbit,-,2026 May  4 ,1451.493,36058, ,36116, ,12.88, ,GEO/ID,22087,1.6248068298301792
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,COSMOS 2209,1992-059A,EARTH,TEME,UTC,SGP4,2026-05-05T23:15:05.417280,1.00220411,0.0014657,13.6152,342.9523,328.6452,219.3934,0,U,22112,999,12319,0.0,-2.82e-06,0.0,42179.14,1436.833,35862.827,35739.183,PAYLOAD,LARGE,CIS,1992-09-10,TTMTR,,5176958,322264328,0 COSMOS 2209,1 22112U 92059A   26125.96881270 -.00000282  00000-0  00000-0 0  9993,2 22112  13.6152 342.9523 0014657 328.6452 219.3934  1.00220411123197,22112,S22112,-,22112,1992-059A,P,P,Kosmos-2209,1992 Sep 10,S22115,PVO,RU,1992 Sep 11 0730?,In Earth orbit,-,2026 May  2 ,1436.819,35738, ,35863, ,13.62, ,GEO/ID,22112,1.6263634215470495
